"OrganizationIdentifier","OrganizationFormalName","ActivityStartDate","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityDepthHeightMeasure.MeasureValue","Month","Year","DO_mgL","NO23_mgL","Orthophosphate_mgL","pH","TP_mgL","NH3_mgL","TKN_mgL","Chl_probe_RFU","TSS_mgL","TDP_mgL","MonitoringLocationName","MonitoringLocationDescriptionText","HUCEightDigitCode","LatitudeMeasure","LongitudeMeasure"
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-10-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,10,2012,10.6,1.08,0.1,8.1,0.227,0.047,1.47,23.3,33,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-11-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,11,2012,65.05,1.59,0.015,8.4,0.076,NA,0.95,NA,4,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-12-03,"WIDNR_WQX","WIDNR_WQX-363069",0.1,12,2012,58.3,2.28,NA,8.3,0.047,NA,1.11,NA,3,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-01-07,"WIDNR_WQX","WIDNR_WQX-363069",0.1,1,2013,NA,2.91,NA,8.23,0.025,NA,1.13,3.91,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-02-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,2,2013,NA,9.36,0.588,NA,0.729,NA,4.53,NA,4,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-03-11,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2013,NA,1.03,0.116,NA,0.213,NA,1.38,NA,9,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-03-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2013,NA,1.23,NA,NA,0.175,NA,NA,NA,5,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-03-25,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2013,NA,1.3,0.071,NA,0.132,NA,1.52,NA,4,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-04-03,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2013,NA,0.739,NA,NA,0.198,NA,1.37,NA,26,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-04-08,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2013,NA,0.818,0.051,NA,0.148,NA,0.89,NA,27,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-04-16,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2013,53.9,1.62,0.05,7.725,NA,0.056,1.28,6.32,22,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-04-29,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2013,55.5,0.434,NA,8.5,0.104,NA,1.12,NA,26.6,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-05-15,"WIDNR_WQX","WIDNR_WQX-363069",0.1,5,2013,NA,0.511,0.0325,NA,0.106,NA,1.37,NA,13,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-05-21,"WIDNR_WQX","WIDNR_WQX-363069",0.1,5,2013,NA,0.693,0.0426,NA,0.176,NA,1.58,NA,34.5,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-05-30,"WIDNR_WQX","WIDNR_WQX-363069",0.1,5,2013,NA,1.2,0.0363,NA,0.184,NA,1.95,NA,36.4,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-06-05,"WIDNR_WQX","WIDNR_WQX-363069",0.1,6,2013,48.4,0.935,0.0425,8.3,0.16,NA,1.32,NA,25.05,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-06-26,"WIDNR_WQX","WIDNR_WQX-363069",0.1,6,2013,NA,1.96,0.115,NA,0.285,NA,2.11,NA,53.6,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-07-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,7,2013,48.45,0.418,0.148,8.14,0.271,0.0323,2,44.9,17.2,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-08-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,8,2013,52.4,0.39,0.0151,8.1,0.0653,NA,0.879,NA,9.2,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-09-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,9,2013,64.65,0.612,0.0105,8.3,0.0677,NA,1.1,NA,5.8,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-10-23,"WIDNR_WQX","WIDNR_WQX-363069",0.1,10,2013,69.5,0.916,0.0028,8.41,0.0736,0.0218,0.944,36.1,7.6,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-11-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,11,2013,NA,1.85,0.08655,NA,0.202,NA,1.53,NA,41,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2013-12-02,"WIDNR_WQX","WIDNR_WQX-363069",0.1,12,2013,NA,2.45,0.0347,NA,0.0614,NA,1.13,NA,2.2,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-01-23,"WIDNR_WQX","WIDNR_WQX-363069",0.1,1,2014,NA,5,0.0321,8.07,0.0529,0.0734,0.729,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-02-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,2,2014,NA,5.31,0.0478,NA,0.0633,NA,0.503,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-03-05,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2014,NA,4.94,0.034,NA,0.0515,NA,0.547,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-03-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2014,NA,1.94,0.219,NA,0.321,NA,2.22,NA,3.71,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-03-26,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2014,NA,1.14,0.123,NA,0.21,NA,2.23,NA,5,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-04-08,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2014,55.3,0.61,0.0175,8.16,0.111,NA,1.23,12.6,17,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-04-16,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2014,NA,1.71,0.0627,NA,0.228,NA,1.6,NA,43.2,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-04-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2014,NA,1.97,0.0473,NA,0.153,NA,1.27,NA,30.6,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-04-29,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2014,NA,1.09,0.0217,NA,0.0982,NA,1.21,NA,17,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-05-08,"WIDNR_WQX","WIDNR_WQX-363069",0.1,5,2014,NA,0.467,0.0336,NA,0.106,NA,1.35,NA,21.2,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-05-13,"WIDNR_WQX","WIDNR_WQX-363069",0.1,5,2014,NA,0.795,0.0824,NA,0.205,NA,1.33,NA,41.7,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-05-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,5,2014,NA,0.358,0.111,NA,0.223,NA,1.64,NA,35,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-06-09,"WIDNR_WQX","WIDNR_WQX-363069",0.5,6,2014,NA,0.411,0.208,NA,0.323,NA,1.5,NA,32.9,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-06-17,"WIDNR_WQX","WIDNR_WQX-363069",0.5,6,2014,44.15,0.911,0.171,8.1,0.502,NA,2.1,NA,129,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-06-26,"WIDNR_WQX","WIDNR_WQX-363069",0.5,6,2014,NA,0.488,0.22,NA,0.334,NA,1.49,NA,25.7,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-07-07,"WIDNR_WQX","WIDNR_WQX-363069",0.5,7,2014,53.75,0.405,0.211,8.18,0.35,0.0173,1.47,4.92,24,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-08-18,"WIDNR_WQX","WIDNR_WQX-363069",0.5,8,2014,73.95,0.702,0.0676,8.6,0.214,NA,1.96,NA,6,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-09-02,"WIDNR_WQX","WIDNR_WQX-363069",0.5,9,2014,53.85,1.37,0.118,8.3,0.278,NA,1.58,NA,56.5,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-10-27,"WIDNR_WQX","WIDNR_WQX-363069",0.5,10,2014,52.5,1.25,0.0627,8.395,0.1535,0.0181,1.21,9.15,16.6,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2014-12-04,"WIDNR_WQX","WIDNR_WQX-363069",0.5,12,2014,NA,2.7,0.0241,NA,0.0701,NA,1.41,NA,2.8,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-01-20,"WIDNR_WQX","WIDNR_WQX-363069",0.5,1,2015,NA,4.72,0.0256,7.97,0.0521,0.0209,0.836,1.76,2.2,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-02-16,"WIDNR_WQX","WIDNR_WQX-363069",0.5,2,2015,NA,5.17,0.0222,NA,0.0394,NA,0.657,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-03-10,"WIDNR_WQX","WIDNR_WQX-363069",0.5,3,2015,NA,4.03,0.113,NA,0.192,NA,1.46,NA,7.4,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2015-03-16,"WIDNR_WQX","WIDNR_WQX-363069",0.5,3,2015,NA,1.2,0.038,NA,0.174,NA,1.63,NA,17.8,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
